Talu,-40.35,20.09,10
Tame,-22.73,252.01,13
Tanaica Montes,39.55,269.17,178
Tanais,49.67,290.0,0
Tanais Fossae,38.74,273.51,172
Tana Vallis,4.78,332.11,56
Tantalus Fluctus,35.93,264.32,794
Tantalus Fossae,49.83,263.91,2361
Tara,-44.01,307.16,32
Tarakan,-41.21,329.56,39
Tarata,-3.78,318.78,12
Tarma,16.54,109.85,9
Tarq,-38.1,171.22,35
Tarrafal,24.26,340.82,4
Tarsus,23.12,319.74,18
Tartarus Colles,21.24,175.19,1672
Tartarus Montes,15.46,167.54,1086
Tartarus Rupes,-6.5,175.71,97
Tartarus Scopulus,-4.23,177.25,251
Taus Vallis,-4.85,211.68,10
Tavua,15.62,117.61,31
Taxco,20.67,319.87,17
Taytay,7.39,340.4,18
Taza,-43.57,314.7,24
Tecolote,-24.55,253.16,47
Teisserenc de Bort,0.43,45.07,114
Tejn,15.39,106.42,3
Telz,21.16,111.12,3
Tem',41.91,350.55,5
Tempe,39.67,290.0,0
Tempe Colles,33.75,277.44,34
Tempe Fossae,40.42,288.6,2116
Tempe Mensa,27.94,288.41,55
Tempe Terra,38.69,289.39,1954
Tenuis Cavus,84.76,1.39,51
Tenuis Mensa,81.13,267.04,120
Tepko,15.21,103.51,3
Terby,-27.96,74.14,171
Termes Vallis,-11.11,202.99,55
Terra Cimmeria,-32.68,147.75,5855
Terra Meridiani,-7.12,4.0,1622
Terra Sabaea,2.72,51.3,4688
Terra Sirenum,-39.49,205.85,3635
Teviot Vallis,-43.37,102.26,143
Tharsis,0.0,260.0,0
Tharsis Montes,1.57,247.42,2058
Tharsis Tholus,13.25,269.31,149
Thaumasia,-34.68,275.0,0
Thaumasia Fossae,-47.75,268.95,996
Thaumasia Planum,-21.66,294.78,799
Thermia,19.67,109.17,2
Thila,18.11,155.52,5
Thira,-14.47,175.98,21
Thom,-41.11,92.35,22
Thoth,29.71,105.0,0
Thule,-23.37,334.28,13
Thyles Chasma,-70.79,127.5,235
Thyles Montes,-69.88,126.54,380
Thyles Rupes,-69.32,132.28,548
Thymiamata,9.88,350.0,0
Tibrikot,12.56,305.13,59
Tignish,-30.74,87.04,20
Tigre Valles,-12.02,322.91,102
Tikhonravov,13.28,35.93,343
Tikhov,-50.68,105.8,110
Tile,17.73,331.38,8
Timaru,-25.27,337.66,18
Timbuktu,-5.56,322.48,65
Timoshenko,41.76,296.0,86
Tinia Valles,-4.61,211.12,17
Tinjar Valles,37.54,124.27,400
Tinto Vallis,-3.97,111.5,191
Tisia Valles,-10.75,46.72,384
Tithoniae Catena,-5.44,278.0,380
Tithoniae Catenae,-5.5,278.18,562
Tithoniae Fossae,-4.32,276.96,838
Tithoniae Fossae,-6.33,277.5,492
Tithonium Chasma,-4.6,275.71,802
Tithonius Lacus,-4.94,275.0,0
Tiu Valles,16.23,325.14,1720
Tivat,-45.93,9.53,3
Tivoli,-14.33,100.91,32
Tiwi,-27.56,335.24,21
Toconao,-20.85,285.31,17
Tokko,22.55,109.52,2
Tokma,21.31,108.57,3
Tolon,18.23,104.98,2
Tomari,19.98,113.78,5
Tombaugh,3.56,161.92,59
Tombe,-42.4,315.45,5
Tomini,16.26,125.88,7
Tōno,-44.86,307.8,10
Tooting,23.21,207.76,27
Torbay,17.87,114.08,6
Toro,17.04,71.82,41
Torsö,-44.29,308.82,15
Torup,-27.89,97.81,42
Tractus Albus,29.71,280.0,0
Tractus Catena,27.0,257.21,910
Tractus Fossae,25.89,258.72,403
Trebia Valles,32.08,150.12,179
Trinacria,-24.74,92.0,0
Trinidad,-23.38,109.05,27
Triolet,-37.09,191.98,12
Trivium Charontis,19.78,162.0,0
Troika,16.83,105.14,13
Trouvelot,16.09,347.02,148
Troy,23.17,307.38,9
Trud,17.68,328.41,2
Trumpler,-61.43,209.29,75
Tsau,49.49,121.06,6
Tsukuba,48.58,134.0,1
Tuapi,16.98,104.34,4
Tugaske,-31.78,258.89,30
Tumul,14.71,104.61,8
Tungla,-40.77,89.64,16
Tura,-26.63,338.02,14
Turbi,-40.62,308.55,30
Turma,17.31,108.11,6
Tuscaloosa,-0.02,28.73,59
Tuskegee,-2.8,323.91,62
Tycho Brahe,-49.41,146.12,105
Tyndall,39.73,169.97,83
Tyras Vallis,8.33,309.85,99
Tyrrhena Dorsa,-24.2,115.72,779
Tyrrhena Fossae,-22.23,105.8,305
Tyrrhena Mons,-24.15,101.1,107
Tyrrhena Patera,-21.39,106.63,12
Tyrrhena Terra,-11.9,88.84,2470
Tyrrhenus Labyrinthus,-16.18,101.12,102
Tyrrhenus Mons,-21.63,105.88,269
Tyuratam,-45.04,202.04,0
Ubud,-10.63,341.68,27
Uchronia,69.78,100.0,0
Udzha,81.92,77.35,42
Ultima Lingula,-76.32,142.56,551
Ultimi Cavi,-74.32,155.5,320
Ultimi Scopuli,-77.88,179.04,560
Ultimum Chasma,-81.1,151.37,322
Ulu,22.49,107.32,3
Ulya,-17.9,111.68,8
Ulysses Colles,6.14,236.91,84
Ulysses Fossae,9.95,236.93,849
Ulysses Patera,2.95,238.58,57
Ulysses Tholus,2.96,238.5,102
Ulyxis Rupes,-68.78,160.02,383
Umatac,42.52,137.26,17
Umbra,49.67,70.0,0
Uranius Dorsum,23.79,284.96,542
Uranius Fossae,25.29,269.87,394
Uranius Mons,26.9,267.85,265
Uranius Patera,26.32,267.2,114
Uranius Tholus,26.25,262.43,61
Urk,23.11,111.42,2
Usiku Cavus,-11.2,263.7,42
Utan,24.24,113.81,4
Utopia,49.67,110.0,0
Utopia Planitia,46.74,117.52,3560
Utopia Rupēs,43.53,86.03,2492
Uzboi Vallis,-29.46,323.02,353
Uzer,-1.22,358.25,9
Vaals,-3.96,327.03,10
Vaduz,38.24,15.79,2
Valga,-44.32,323.36,15
Valles Marineris,-14.01,301.41,3761
Valverde,20.1,304.24,34
Varus Valles,-8.57,204.01,90
Vastitas Borealis,87.73,32.53,2002
Vätö,-43.61,306.31,17
Vaux,17.96,327.21,5
Vedra Valles,19.12,304.52,118
Verde Vallis,-0.5,29.88,133
Verlaine,-9.22,64.12,38
Vernal,5.9,355.55,55
Very,-49.17,182.97,114
Viana,19.18,104.81,29
Vichada Valles,-19.87,88.13,438
Victoria,-2.05,354.5,0
Vik,-36.09,296.06,22
Vils,39.04,348.32,6
Vinogradov,-19.83,322.26,209
Vinogradsky,-56.13,143.85,66
Virrat,-30.73,257.12,50
Vishniac,-76.52,84.12,80
Vistula Valles,13.41,308.03,193
Vivero,48.97,118.83,27
Voeykov,-32.11,283.86,75
Vogel,-36.77,346.72,120
Volgograd,48.1,135.03,1
Vol'sk,23.0,308.76,8
Von Kármán,-64.27,301.3,90
Voo,-26.94,340.01,2
Voza,23.34,306.47,2
Vulcani Pelagus,-34.68,345.0,0
Wabash,21.36,326.36,40
Wafra,4.25,148.54,30
Wahoo,23.23,326.32,63
Waikato Vallis,-33.33,113.78,228
Wajir,-27.02,105.54,11
Wallace,-52.48,110.9,170
Walla Walla Vallis,-9.88,305.54,22
Wallops,46.59,132.72,1
Wallula,-9.92,305.6,12
Warra,20.75,322.37,10
Warrego Valles,-41.84,267.85,205
Waspam,20.45,303.37,41
Wassamu,25.57,306.79,16
Wau,-44.86,317.39,6
Weert,19.71,308.31,9
Wegener,-64.3,355.93,68
Weinbaum,-65.53,114.57,82
Wells,-59.94,122.4,98
Wer,45.67,353.81,3
Wicklow,-2.01,319.47,21
Wien,-10.57,139.75,115
Williams,-18.39,195.86,123
Wilmington,21.6,312.53,1
Wiltz,15.54,159.21,1
Windfall,-2.09,316.67,17
Wink,-6.51,318.66,10
Winslow,-3.74,59.16,1
Wirtz,-48.24,334.14,120
Wislicenus,-18.17,11.39,140
W. Mareotis Tholus,35.56,272.04,13
Woking,5.12,82.99,9
Woolgar,34.66,274.55,15
Woomera,48.07,132.62,2
Worcester,26.61,309.63,24
Wright,-58.51,208.99,113
Wukari,-31.81,257.2,38
Wum,15.92,113.8,0
Wynn-Williams,-55.1,60.21,66
Xainza,0.78,356.06,23
Xanthe,9.88,310.0,0
Xanthe Chaos,11.87,317.78,34
Xanthe Dorsa,35.9,325.96,0
Xanthe Montes,18.13,305.08,499
Xanthe Scopulus,19.38,307.49,59
Xanthe Terra,1.6,311.95,1867
Xui,15.09,112.63,3
Yakima,43.03,356.85,12
Yala,17.37,321.42,19
Yalata,21.81,106.17,4
Yalgoo,4.93,84.23,17
Yaonis Regio,-39.67,40.0,0
Yar,22.27,320.85,6
Yaren,-43.88,222.55,9
Yat,18.13,330.97,7
Yebra,20.79,105.69,4
Yegros,-22.3,336.34,13
Yellowknife,-4.58,137.44,0
Yorktown,22.88,311.35,8
Yoro,22.8,331.96,9
Yungay,-43.87,315.25,19
Yuty,22.16,325.91,19
Zarand,-3.41,358.5,2
Zaranj,12.09,113.05,27
Zarqa Valles,0.32,80.59,21
Zea Dorsa,-48.87,80.54,249
Zephyria,0.0,165.0,0
Zephyria Fluctus,0.72,155.53,42
Zephyria Mensae,-11.62,171.98,333
Zephyria Planum,-1.08,153.73,575
Zephyria Tholus,-19.75,172.92,35
Zephyrus Fossae,23.93,144.19,306
Zeus Patera,18.39,227.07,65
Zhigou,-29.1,257.41,21
Zilair,-31.81,327.06,46
Zir,18.54,323.46,6
Zongo,-33.76,318.31,46
Žulanka,-2.27,317.84,43
Zumba,-28.67,226.93,2
Zuni,19.22,330.42,24
Zunil,7.7,166.19,10
Zutphen,-13.85,174.32,38
